project_title,location,contractor,contract_cost_raw,contract_cost_numeric,start_date,completion_date,region,contract_id,data_contractor,data_location
"Construction of Revetment along Aguibawa Creek leading to Agusan River at Brgy. Poblacion, Compostela, Davao de Oro",DAVAO DE ORO,METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,"96,499,994.56","96,499,994.56",03/24/2023,03/22/2024,Region XI,23LI0043,METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,DAVAO DE ORO
"Construction of Dungca-an Flood Control Structure, (Pagbanganan Section), Baybay City, Leyte",LEYTE,ARCA BUILDERS,"48,216,266.02","48,216,266.02",05/23/2023,03/22/2024,Region VIII,23IG0056,ARCA BUILDERS,LEYTE
"Construction of Bayawan River Control, Downstream, Bayawan City, Negros Oriental",NEGROS ORIENTAL,PHILSOUTH BUILDERS INC (FORMERLY:PHILSOUTH BUILDERS),"49,000,000.00","49,000,000.00",03/29/2023,03/22/2024,Negros Island Region,23HL0058,PHILSOUTH BUILDERS INC (FORMERLY:PHILSOUTH BUILDERS),NEGROS ORIENTAL
"Construction/ Rehabilitation of Flood Protection Measures along Osiao River Control (Upstream), Sorsogon City",SORSOGON,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC. / CHEEREL CONSTRUCTION & SUPPLY,"93,086,138.67","93,086,138.67",05/12/2023,03/22/2024,Region V,23FK0048,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC. / CHEEREL CONSTRUCTION & SUPPLY,SORSOGON
"Construction of Flood Control Structure at Binagasbasan, Barangay Paraiso, San Miguel, Catanduanes",CATANDUANES,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)","192,816,063.59","192,816,063.59",04/04/2023,03/22/2024,Region V,23F00011,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",CATANDUANES
Construction of Various Drainage System Camalig Albay 2nd DEO Albay,ALBAY,FS CO BUILDERS AND SUPPLY,"48,998,443.23","48,998,443.23",07/03/2023,03/22/2024,Region V,23FB0110,FS CO BUILDERS AND SUPPLY,ALBAY
"Construction of Flood Control Structure Along Maasim River, Bgy Maasim, San Rafael, Bulacan",BULACAN,EIRISH BUILDERS & SUPPLY INC.,"9,899,493.31","9,899,493.31",11/24/2023,03/22/2024,Region III,23C00328,EIRISH BUILDERS & SUPPLY INC.,BULACAN
"Construction of Flood Control Structure along Cadcadir River, Brgy. Bacsay Cataraoan Sur, Claveria, Cagayan",CAGAYAN,"SKYLINE CONSTRUCTION, EQUIPMENT AND DEVELOPMENT CORPORATION(FORMERLY: EDDIE G. GUILLEN BUILDERS INC.","48,250,000.00","48,250,000.00",02/06/2023,03/22/2024,Region II,23BC0023,"SKYLINE CONSTRUCTION, EQUIPMENT AND DEVELOPMENT CORPORATION(FORMERLY: EDDIE G. GUILLEN BUILDERS INC.",CAGAYAN
"Construction of Flood Mitigation Structure along Hinagasan River, Sison, Surigao del Norte",SURIGAO DEL NORTE,"GICAR CONSTRUCTION, INC.","115,799,955.49","115,799,955.49",04/20/2023,03/21/2024,Region XIII,23N00133,"GICAR CONSTRUCTION, INC.",SURIGAO DEL NORTE
"Construction of Flood Control Structure, Barangay Barrido, Ajuy, Iloilo",ILOILO,"F. GURREA CONSTRUCTION, INCORPORATED","86,464,000.00","86,464,000.00",02/17/2023,03/21/2024,Region VI,23GH0047,"F. GURREA CONSTRUCTION, INCORPORATED",ILOILO
"Construction of Flood Mitigation Facilities along Panay/Mambusao River Basin, Tico River Control, Panay, Capiz",CAPIZ,"MEGAGOLD CONSTRUCTION AND DEVELOPMENT, OPC / MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.","88,200,838.40","88,200,838.40",03/08/2023,03/21/2024,Region VI,23GD0032,"MEGAGOLD CONSTRUCTION AND DEVELOPMENT, OPC / MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",CAPIZ
"Construction of River Protection Structure along Bay River, Brgy. Tagumpay, Bay, Laguna",LAGUNA,"JTC CRUZ CONSTRUCTION CO., INC.","47,042,947.37","47,042,947.37",02/28/2023,03/21/2024,Region IV-A,23DI0043,"JTC CRUZ CONSTRUCTION CO., INC.",LAGUNA
"Construction of Flood Mitigation Structures Bulihan- Anilao Creek, Malolos, Bulacan",BULACAN,"JTC CRUZ CONSTRUCTION CO., INC.","98,999,191.47","98,999,191.47",03/28/2023,03/21/2024,Region III,23CC0241,"JTC CRUZ CONSTRUCTION CO., INC.",BULACAN
"Construction of Flood Control Structure along the Banks of Creeks, Barangay 160, Caloocan City (Phase 2)",CALOOCAN CITY,KING EIGHT BUILDERS AND SUPPLY,"84,678,409.32","84,678,409.32",06/19/2023,03/21/2024,National Capital Region,23OD0228,KING EIGHT BUILDERS AND SUPPLY,CALOOCAN CITY
"Construction of Dampalit Pumping Station (Phase 2), Malabon City",MALABON CITY,"E. F. CHUA CONSTRUCTION, INC.","134,190,886.78","134,190,886.78",03/28/2023,03/21/2024,National Capital Region,23OA0082,"E. F. CHUA CONSTRUCTION, INC.",MALABON CITY
"Construction of Flood Control Structure, Southville 3, Barangay Poblacion, Muntinlupa City",MUNTINLUPA CITY,"A.M. ORETA & CO., INC.","48,998,765.74","48,998,765.74",02/13/2023,03/21/2024,National Capital Region,23OI0015,"A.M. ORETA & CO., INC.",MUNTINLUPA CITY
"Construction of Slope Protection Structure (Rockfall Netting) along Panay East-West Lateral Road Package 1, Iloilo",ILOILO,IBC INTERNATIONAL BUILDERS CORPORATION,"142,337,500.00","142,337,500.00",02/07/2023,03/20/2024,Region VI,23G00018,IBC INTERNATIONAL BUILDERS CORPORATION,ILOILO
"Construction of Slope Protection Structure (Rockfall Netting) along Panay East-West Lateral Road Package 2, Iloilo",ILOILO,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.","142,337,500.00","142,337,500.00",02/07/2023,03/20/2024,Region VI,23G00019,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",ILOILO
"Construction of Slope Protection Structure (Rockfall Netting) along Panay East-West Lateral Road Package 3, Iloilo",ILOILO,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),"142,337,500.00","142,337,500.00",02/07/2023,03/20/2024,Region VI,23G00020,MAC BUILDERS CORP. (FORMERLY: MAC BUILDERS DEVELOPMENT CORPORATION),ILOILO
"Construction/Improvement/Rehabilitation of Nasisi River Flood Mitigation Structure (Barangay Batang, Barangay Herrera, and Barangay Pinit), Ligao City, Albay",ALBAY,3DIAMONDS CONSTRUCTION CORPORATION,"115,799,772.15","115,799,772.15",10/05/2023,03/20/2024,Region V,23F00170,3DIAMONDS CONSTRUCTION CORPORATION,ALBAY
"Construction of Flood Control, Sindangan, Zamboanga del Norte",ZAMBOANGA DEL NORTE,D' DREAMER DEVELOPMENT CORPORATION,"4,900,002.01","4,900,002.01",02/14/2023,03/20/2024,Region IX,23JC0009,D' DREAMER DEVELOPMENT CORPORATION,ZAMBOANGA DEL NORTE
"Construction of River Control along San Pedro River (Phase 1), San Pedro, Laguna",LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,"77,199,993.66","77,199,993.66",03/17/2023,03/20/2024,Region IV-A,23D00011,MAR-VEL CONSTRUCTION & SUPPLY,LAGUNA
"Construction of Structure for Riverbank Protection along Sta. Rosa River, (near SAF), Brgy. Sto. Domingo, Sta. Rosa City, Laguna",LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,"93,865,181.37","93,865,181.37",02/28/2023,03/20/2024,Region IV-A,23DI0065,MAR-VEL CONSTRUCTION & SUPPLY,LAGUNA
"Construction of Structure for Riverbank Protection along Sta. Rosa River, (near Nuvali road), Sta. Rosa City, Laguna",LAGUNA,MAR-VEL CONSTRUCTION & SUPPLY,"93,764,149.89","93,764,149.89",02/28/2023,03/20/2024,Region IV-A,23DI0061,MAR-VEL CONSTRUCTION & SUPPLY,LAGUNA
"Construction of Apayao-Abulug River Basin Flood Control Structure, San Sebastian Section, Sta. 28 + 085 - Sta. 28 + 635 (R/S), Luna, Apayao",APAYAO,ISNAG BUILDERS & DEV'T. CORPORATION / TAGEL CORPORATION,"96,493,463.88","96,493,463.88",05/05/2023,03/20/2024,Cordillera Administrative Region,23PC0032,ISNAG BUILDERS & DEV'T. CORPORATION / TAGEL CORPORATION,APAYAO
"Construction of Revetment along Tigbao River, Tacloban City",LEYTE,CTC BUILDER AND SUPPLIES INCORPORATED (FOR. CTC BU / AICON INDUSTRIES,"96,381,079.66","96,381,079.66",05/26/2023,03/19/2024,Region VIII,23I00086,CTC BUILDER AND SUPPLIES INCORPORATED (FOR. CTC BU / AICON INDUSTRIES,LEYTE
"Construction of Flood Control Structure, Tigbao River, Tacloban City, Leyte",LEYTE,CTC BUILDER AND SUPPLIES INCORPORATED (FOR. CTC BU / AICON INDUSTRIES,"110,974,526.01","110,974,526.01",05/26/2023,03/19/2024,Region VIII,23I00087,CTC BUILDER AND SUPPLIES INCORPORATED (FOR. CTC BU / AICON INDUSTRIES,LEYTE
"Construction of Revetment along Cañas River, Barangay Santol, Phase III, Tanza, Cavite",CAVITE,N.B. AVILA CONSTRUCTION,"48,465,438.33","48,465,438.33",09/07/2023,03/19/2024,Region IV-A,23DF0017,N.B. AVILA CONSTRUCTION,CAVITE
"Flood Mitigation along Adlayan River Bank (Upstream) San Francisco, Agusan Del Sur",AGUSAN DEL SUR,"YES CONSTRUCTION / ARN BUILDERS, INC. (FOR: ARN BUILDERS)","48,999,991.43","48,999,991.43",05/16/2023,03/18/2024,Region XIII,23NC0045,"YES CONSTRUCTION / ARN BUILDERS, INC. (FOR: ARN BUILDERS)",AGUSAN DEL SUR
"Construction of River Bank Protection along Banga River, Dumaguil Bridge Section, Barangay Dumaguil Norala, South Cotabato",SOUTH COTABATO,ABU CONSTRUCTION,"67,549,845.83","67,549,845.83",04/05/2023,03/18/2024,Region XII,23M00074,ABU CONSTRUCTION,SOUTH COTABATO
"Construction of Flood Control Structure, Barangay Palanog waterway, Tacloban City",LEYTE,COLLERA CONSTRUCTION,"110,859,451.44","110,859,451.44",06/19/2023,03/18/2024,Region VIII,23IM0077,COLLERA CONSTRUCTION,LEYTE
"Construction of Flood Control along Libtong Bridge (Downstream), Barangay Libtong, San Miguel, Leyte",LEYTE,D.L. AUREO CONSTRUCTION / JELM CONSTRUCTION CORP.,"96,435,000.00","96,435,000.00",07/10/2023,03/18/2024,Region VIII,23IC0112,D.L. AUREO CONSTRUCTION / JELM CONSTRUCTION CORP.,LEYTE
"Rehabilitation of Seawall, Sitio Dumlog, Barangay Tambak, New Washington, Aklan",AKLAN,"GREENLAND BUILDERS / MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.","48,999,990.69","48,999,990.69",04/03/2023,03/18/2024,Region VI,23GA0169,"GREENLAND BUILDERS / MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",AKLAN
"Construction of Road Dike along Timalan River Barangay San Agustin, Phase I, Trece Martires City, Cavite",CAVITE,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,"48,999,261.63","48,999,261.63",08/07/2023,03/18/2024,Region IV-A,23DF0160,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,CAVITE
"Construction of Road Dike along Timalan River Barangay San Agustin, Phase II, Trece Martires City, Cavite",CAVITE,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,"48,999,307.50","48,999,307.50",08/07/2023,03/18/2024,Region IV-A,23DF0161,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,CAVITE
"Construction of Guardwall along Uyugan-Mahatao Interior (S00017BN) - K0029 + 501 - K0029 + 626, K0029 + 792 - K0029 + 850, K0029 + 935 - K0030 + 095, Mahatao, Batanes",BATANES,J.I. ESPINO CONSTRUCTION,"28,820,720.71","28,820,720.71",04/18/2023,03/18/2024,Region II,23BA0005,J.I. ESPINO CONSTRUCTION,BATANES
"Construction of Reinforced Concrete Box Culvert (RCBC) along Geronimo Street, Manila City",CITY OF MANILA,TOPNOTCH CATALYST BUILDERS INC.,"54,088,655.12","54,088,655.12",03/15/2023,03/18/2024,National Capital Region,23OE0086,TOPNOTCH CATALYST BUILDERS INC.,CITY OF MANILA
"Construction of Flood Control Structure along Kapalong-Talaingod-Valencia Road (Mawi-i Creek - Mawi-i Bridge, Tributary to Pulangui River), Package 2, Barangay Halapitan (Poblacion), San Fernando, Bukidnon",BUKIDNON,"M. MONTESCLAROS ENTERPRISES, INC.","65,122,870.63","65,122,870.63",03/29/2023,03/17/2024,Region X,23K00161,"M. MONTESCLAROS ENTERPRISES, INC.",BUKIDNON
"Construction of Storm Surge Protection; Tide Embankment, Subsection 6.10, Barangay San Roque, Tanauan, Leyte",LEYTE,EZJONES CONSTRUCTION INC. / MWJ CONSTRUCTION,"113,122,740.59","113,122,740.59",03/15/2023,03/17/2024,Region VIII,23I00015,EZJONES CONSTRUCTION INC. / MWJ CONSTRUCTION,LEYTE
"Construction of Shore Protection/Seawall, Brgy. 4, Tanjay City, Negros Oriental",NEGROS ORIENTAL,D.K. JOCSON CONSTRUCTION,"96,500,000.00","96,500,000.00",02/23/2023,03/17/2024,Negros Island Region,23HK0057,D.K. JOCSON CONSTRUCTION,NEGROS ORIENTAL
"Construction of Road Dike along Timalan River Barangay San Agustin, Phase III, Trece Martires City, Cavite",CAVITE,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,"48,999,203.03","48,999,203.03",08/06/2023,03/17/2024,Region IV-A,23DF0162,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,CAVITE
"Construction of Road Dike along Timalan River Barangay San Agustin, Phase IV, Trece Martires City, Cavite",CAVITE,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,"48,999,623.34","48,999,623.34",08/06/2023,03/17/2024,Region IV-A,23DF0163,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,CAVITE
"Construction of Revetment near Salvador Bridge (Upstream Side), Barangay San Isidro, Parañaque City, Metro Manila",PARAÑAQUE CITY,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),"48,999,076.10","48,999,076.10",05/23/2023,03/17/2024,National Capital Region,23OC0088,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),PARAÑAQUE CITY
"Construction of Drainage System along Brgy. Tunga, Moalboal, Cebu",CEBU,QM BUILDERS,"26,457,957.62","26,457,957.62",06/27/2023,03/16/2024,Region VII,23HO0225,QM BUILDERS,CEBU
"Construction of Flood Protection Structure Phase 2, (Biñan-Sta.Rosa Boundary), Biñan Side, Biñan City, Laguna",LAGUNA,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,"93,797,418.00","93,797,418.00",02/24/2023,03/16/2024,Region IV-A,23DI0047,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,LAGUNA
"Construction of River Flood Control Along Cantapoy Bridge along Surigao - West Coastal Road, Surigao del Norte",SURIGAO DEL NORTE,ME 3 CONSTRUCTION / EQUI-PARCO CONSTRUCTION COMPANY,"154,399,963.32","154,399,963.32",04/18/2023,03/15/2024,Region XIII,23N00132,ME 3 CONSTRUCTION / EQUI-PARCO CONSTRUCTION COMPANY,SURIGAO DEL NORTE
"Construction of Flood Control, Barangay Poblacion, Sta. Maria, Davao Occidental",DAVAO OCCIDENTAL,SCP CONSTRUCTION,"96,489,010.67","96,489,010.67",05/29/2023,03/15/2024,Region XI,23LE0035,SCP CONSTRUCTION,DAVAO OCCIDENTAL
"Construction of Revetment along Libmanan River, Barangay Rongos, Libmanan, Camarines Sur",CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,"52,205,593.07","52,205,593.07",07/03/2023,03/15/2024,Region V,23FE0101,BICOL GOLDROCK CONSTRUCTION CORPORATION,CAMARINES SUR
"Construction of Flood Control Structure along Upper Marikina, Barangay San Isidro, Rodriguez, Rizal",RIZAL,EL-JAKE BUILDERS,"20,056,331.71","20,056,331.71",07/18/2023,03/15/2024,Region IV-A,23DO0088,EL-JAKE BUILDERS,RIZAL
"Construction of Flood Protection Structure Phase 3, (Biñan-Carmona Boundary), Biñan Side, Biñan City, Laguna",LAGUNA,M.T. MALIUANAG CONSTRUCTION SERVICES,"96,447,141.02","96,447,141.02",08/09/2023,03/15/2024,Region IV-A,23DI0150,M.T. MALIUANAG CONSTRUCTION SERVICES,LAGUNA
"Construction of Flood Control Structure, Barangay Maguinao (BSU Section) San Rafael, Bulacan Phase II",BULACAN,EIRISH BUILDERS & SUPPLY INC.,"96,499,871.18","96,499,871.18",06/20/2023,03/15/2024,Region III,23C00194,EIRISH BUILDERS & SUPPLY INC.,BULACAN
"Construction of Flood Control Structure at Galas Maasim Creek along Bypass road Phase I, Maasim, San Rafael, Bulacan",BULACAN,EIRISH BUILDERS & SUPPLY INC.,"96,498,885.90","96,498,885.90",06/20/2023,03/15/2024,Region III,23C00196,EIRISH BUILDERS & SUPPLY INC.,BULACAN
"Construction of Guardwall along Basco-Mahatao-Ivana-Uyugan-Imnajbu Rd (S00016BN) - K0005 + 010 - K0005 + 090, K0015 + 452 - K0015 + 783, Ivana, Batanes",BATANES,MJMARI BUILDERS AND DEVELOPMENT CORPORATION (FORMERLY: MJMARI BUILDERS AND ENTERPRISES),"29,362,020.00","29,362,020.00",03/06/2023,03/15/2024,Region II,23BA0004,MJMARI BUILDERS AND DEVELOPMENT CORPORATION (FORMERLY: MJMARI BUILDERS AND ENTERPRISES),BATANES
"Construction of Drainage System (Box Culvert) Medel St. and Vicinity, Manila City",CITY OF MANILA,N.M.E. CONSTRUCTION,"47,852,928.28","47,852,928.28",02/20/2023,03/15/2024,National Capital Region,23OH0014,N.M.E. CONSTRUCTION,CITY OF MANILA
"Construction of Flood Control Structure along Apayao River Basin, Cadaclan Section, Calanasan, Apayao",APAYAO,TAGEL CORPORATION / AQUILA CONSTRUCTION CO.,"93,386,847.09","93,386,847.09",06/22/2023,03/15/2024,Cordillera Administrative Region,23PC0037,TAGEL CORPORATION / AQUILA CONSTRUCTION CO.,APAYAO
"Construction of Revetment along Talomo River, Puan Bypass Road Bridge Downstream Section, Left Bank, Davao City",DAVAO DEL SUR,GENESIS88 CONSTRUCTION INC.,"76,042,000.00","76,042,000.00",02/20/2023,03/14/2024,Region XI,23LB0013,GENESIS88 CONSTRUCTION INC.,DAVAO DEL SUR
"Construction of Maligo River Flood Control, Maligo, Pualas, Lanao Del Sur",LANAO DEL SUR,AL HUSSEIN CONSTRUCTION,"48,763,650.33","48,763,650.33",05/29/2023,03/14/2024,Bangsamoro Autonomous Region in Muslim Mindanao,23K00232,AL HUSSEIN CONSTRUCTION,LANAO DEL SUR
"Construction of Flood Control Structure with Esplanade of Himoga-an River, Sagay City, Negros Occidental",NEGROS OCCIDENTAL,JAIME B. CHING ENTERPRISES,"86,848,000.00","86,848,000.00",02/14/2023,03/14/2024,Negros Island Region,23GK0001,JAIME B. CHING ENTERPRISES,NEGROS OCCIDENTAL
"Rehabilitation/ Improvement of Revetment Wall Downstream at Sta. Teresita River, Iriga City, Camarines Sur, Sta. 9+304 - Sta. 9+529",CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,"113,285,703.00","113,285,703.00",07/12/2023,03/14/2024,Region V,23F00104,BICOL GOLDROCK CONSTRUCTION CORPORATION,CAMARINES SUR
"Rehabilitation of Lagarian Creek, Quezon City",QUEZON CITY,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,"19,557,713.20","19,557,713.20",03/29/2023,03/14/2024,National Capital Region,23OG0076,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,QUEZON CITY
"Rehabilitation of Drainage System (Box Culvert) at Pio Felipe St. at Barangay New Lower Bicutan, Taguig City",TAGUIG CITY,JAYMAR BUILDERS,"27,924,104.19","27,924,104.19",06/08/2023,03/14/2024,National Capital Region,23OB0337,JAYMAR BUILDERS,TAGUIG CITY
"Construction of Slope Protection along Balanti Creek at Katipunan Extension, Marikina City",MARIKINA CITY,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),"56,741,661.01","56,741,661.01",02/13/2023,03/14/2024,National Capital Region,23OB0023,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),MARIKINA CITY
"Construction of Concrete Revetment, Buayan River, General Santos City",SOUTH COTABATO,VICENTE T. LAO CONSTRUCTION,"51,144,987.94","51,144,987.94",04/11/2023,03/13/2024,Region XII,23MB0076,VICENTE T. LAO CONSTRUCTION,SOUTH COTABATO
"Construction of Flood Control structure along Daguitan River Basin, Right Side Bank, Barangay Poblacion, District VI, Burauen, Leyte",LEYTE,"FAIRCHILD BUILDERS & DEVELOPERS, INC.","109,863,168.88","109,863,168.88",03/15/2023,03/13/2024,Region VIII,23I00007,"FAIRCHILD BUILDERS & DEVELOPERS, INC.",LEYTE
"Construction of Guinsularan River Control, Lobogon, Duero, Bohol, Sta. 0+000 - Sta. 0+750",BOHOL,JAMARI CONSTRUCTION (FORMERLY FRAE CONSTRUCTION) / ALTACS CONSTRUCTION,"78,999,999.76","78,999,999.76",05/26/2023,03/13/2024,Region VII,23HB0070,JAMARI CONSTRUCTION (FORMERLY FRAE CONSTRUCTION) / ALTACS CONSTRUCTION,BOHOL
"Construction of Particion Flood Control Project, Barangay Particion, Guimbal, Iloilo",ILOILO,PANAY EAST COAST CONSTRUCTION & SUPPLY,"48,485,507.81","48,485,507.81",04/11/2023,03/13/2024,Region VI,23GF0088,PANAY EAST COAST CONSTRUCTION & SUPPLY,ILOILO
"Construction of Flood Control Structure along Mogpog River, Barangay Banto, Mogpog, Marinduque",MARINDUQUE,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS / SIXTEEN ENTERPRISES-CALAPAN BRANCH,"48,998,898.55","48,998,898.55",03/28/2023,03/13/2024,Region IV-B,23EA0051,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS / SIXTEEN ENTERPRISES-CALAPAN BRANCH,MARINDUQUE
"Rehabilitation of Bank Protection Structure along Taguibo River Protecting Taguibo Dam Water-Filtration Facilities, Package 1, Barangay Anticala, Butuan City, Agusan del Norte",AGUSAN DEL NORTE,EQUI-PARCO CONSTRUCTION COMPANY,"113,869,997.24","113,869,997.24",04/17/2023,03/12/2024,Region XIII,23N00118,EQUI-PARCO CONSTRUCTION COMPANY,AGUSAN DEL NORTE
"Rehabilitation of Bank Protection Structure along Taguibo River Protecting Taguibo Dam Water-Filtration Facilities, Package 2, Barangay Anticala, Butuan City, Agusan del Norte",AGUSAN DEL NORTE,EQUI-PARCO CONSTRUCTION COMPANY,"113,869,975.03","113,869,975.03",04/17/2023,03/12/2024,Region XIII,23N00119,EQUI-PARCO CONSTRUCTION COMPANY,AGUSAN DEL NORTE
"Construction of Poblacion River Control, Kiamba, Sarangani",SARANGANI,"JDRC CONSTRUCTION & SUPPLIES, CORP.","101,285,746.93","101,285,746.93",08/29/2023,03/12/2024,Region XII,23M00171,"JDRC CONSTRUCTION & SUPPLIES, CORP.",SARANGANI
"Construction of Flood Mitigating Structure, Pag-Asa, Alabel, Sarangani Province",SARANGANI,"JDRC CONSTRUCTION & SUPPLIES, CORP.","77,199,980.12","77,199,980.12",05/02/2023,03/12/2024,Region XII,23ME0053,"JDRC CONSTRUCTION & SUPPLIES, CORP.",SARANGANI
"Construction of Balinsasayao Flood Control Structure, Barangay Balinsasayao, Abuyog, Leyte",LEYTE,"FAIRCHILD BUILDERS & DEVELOPERS, INC.","52,517,168.88","52,517,168.88",07/12/2023,03/12/2024,Region VIII,23IG0020,"FAIRCHILD BUILDERS & DEVELOPERS, INC.",LEYTE
"Construction of Revetment with Floodwall in Loygoy River, Bacolod City Negros Occidental",NEGROS OCCIDENTAL,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),"91,675,000.00","91,675,000.00",02/08/2023,03/12/2024,Negros Island Region,23GO0018,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),NEGROS OCCIDENTAL
